ds,y,nhits_h1,nhits_h2,nhits_h3,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana,dias_desde_refit,copper_ret_1d,copper_mom_5d,y_next,ds_salida,ds_reloj
2021-11-16,797.5499877929688,802.51263,801.2674,802.4777,0.0066153668635936,-2.2181509974740177,43.31865357606131,766.5499877929688,825.4199829101562,5,-0.010945115749440501,0.0004539965825769881,811.5,2021-11-17,2021-11-15
2021-11-17,811.5,798.7922,800.0001,803.433,0.0077825113156781,-1.0597147526943371,55.67203793457964,766.5499877929688,825.4199829101562,1,-0.011066238230316975,-0.004908700927959923,829.25,2021-11-18,2021-11-16
2021-11-18,829.25,800.0001,803.433,802.7867,0.0093688813574439,0.8578335637409021,65.81389440845044,766.5499877929688,829.25,2,-0.019811861032998198,-0.012708018554341697,832.1599731445312,2021-11-19,2021-11-17
2021-11-19,832.1599731445312,803.433,802.7867,795.6816,0.0090977776658675,2.201646547778106,63.54254475613955,766.5499877929688,832.1599731445312,3,0.008621789527720714,-0.021455344462745427,828.0,2021-11-22,2021-11-18
2021-11-22,828.0,802.7867,795.6816,796.13855,0.0089015658115142,2.659202990085608,61.114882302857495,766.5499877929688,832.1599731445312,4,0.022596648836052977,-0.010548744250369307,811.7100219726562,2021-11-23,2021-11-19
2021-11-23,811.7100219726562,795.6816,796.13855,802.34125,0.0100789536261403,1.7571157016637398,49.345534863827865,766.5499877929688,832.1599731445312,5,-0.0029532077089218837,-0.0026094580383847956,813.2000122070312,2021-11-24,2021-11-22
2021-11-24,813.2000122070312,826.3765,822.44995,825.98846,0.0097489633676894,1.1807901848877496,49.893959904376565,766.5499877929688,832.1599731445312,1,0.006349919772657603,0.01491340074878258,813.8800048828125,2021-11-25,2021-11-23
2021-11-25,813.8800048828125,822.44995,825.98846,830.69354,0.0094256023728263,0.7844743598790798,50.14438583147937,766.5499877929688,832.1599731445312,2,0.007769024297896241,0.043295209421133275,818.5,2021-11-26,2021-11-24
2021-11-26,818.5,825.98846,830.69354,832.5243,0.0092247974565892,0.7714144282278959,54.13311965925445,766.5499877929688,832.1599731445312,3,0.0,0.034338803315733135,831.5499877929688,2021-11-29,2021-11-25
2021-11-29,831.5499877929688,830.69354,832.5243,833.1326,0.0098045647025692,1.5354807178760863,64.58977876456066,770.1599731445312,832.1599731445312,4,-0.040396892628020986,-0.0288080585854751,843.5,2021-11-30,2021-11-26
2021-11-30,843.5,832.5243,833.1326,834.2239,0.0101654410109749,2.672883506831911,75.43382588835706,777.5499877929688,843.5,5,0.01287945681614314,-0.013309131493576936,826.8800048828125,2021-12-01,2021-11-29
2021-12-01,826.8800048828125,842.8227,847.1843,840.4351,0.0111474710144211,2.155298682291688,64.08976862377959,777.5499877929688,843.5,1,-0.013697258099476054,-0.032892546874164375,838.5599975585938,2021-12-02,2021-11-30
2021-12-02,838.5599975585938,847.1843,840.4351,849.2822,0.0113650299589942,2.428659081167826,68.00322453702344,777.5499877929688,843.5,2,-0.007155021033390666,-0.047218535594427014,837.0399780273438,2021-12-03,2021-12-01
2021-12-03,837.0399780273438,840.4351,849.2822,848.0031,0.0109917544771699,2.3355092723796043,65.33890873170924,777.5499877929688,843.5,3,0.012051826730420677,-0.03566630556254375,820.8054809570312,2021-12-06,2021-12-02
2021-12-06,820.8054809570312,849.2822,848.0031,846.8902,0.0118190794011781,1.0731543539124069,58.748954078656965,777.5499877929688,843.5,4,-0.00758856972241096,-0.003503413982650099,845.6300048828125,2021-12-07,2021-12-03
2021-12-07,845.6300048828125,848.0031,846.8902,850.34076,0.0138414161420854,1.761983917495768,61.86891734594855,777.5499877929688,845.6300048828125,5,0.016389022124856982,0.0,839.47998046875,2021-12-08,2021-12-06
2021-12-08,839.47998046875,844.51886,842.23627,840.97974,0.013501810269632,1.6569292991266806,53.86974630821658,777.5499877929688,845.6300048828125,1,0.0002305308491431459,0.014025232466480745,839.0,2021-12-09,2021-12-07
2021-12-09,839.0,842.23627,840.97974,840.4196,0.0130327073413144,1.417863073589995,52.63586957800026,783.1300048828125,845.6300048828125,2,0.012143573592484372,0.033784544593284,824.7659301757812,2021-12-10,2021-12-08
2021-12-10,824.7659301757812,840.97974,840.4196,842.7951,0.0133850334060865,0.2263477681434178,48.84351342137301,784.010009765625,845.6300048828125,3,-0.013989420272332785,0.007211011600265139,835.8202514648438,2021-12-13,2021-12-09
2021-12-13,835.8202514648438,840.4196,842.7951,838.3846,0.0133772259148035,0.1136471828194469,58.95708999219983,784.8900146484375,845.6300048828125,4,-0.010913827542635871,0.003867337677266016,840.9099731445312,2021-12-14,2021-12-10
2021-12-14,840.9099731445312,842.7951,838.3846,842.29004,0.0130074129936731,0.3021288772694541,60.02624491068692,784.8900146484375,845.6300048828125,5,-0.0007006382375670685,-0.01314265270553694,842.75,2021-12-15,2021-12-13
2021-12-15,842.75,839.9813,841.8804,842.0984,0.0125719041789734,0.4614287233094156,60.359017530827,784.8900146484375,845.6300048828125,1,-0.006093297896441775,-0.019363678483354393,850.8099975585938,2021-12-16,2021-12-14
2021-12-16,850.8099975585938,841.8804,842.0984,837.2609,0.0123868911806283,0.9899795008423364,61.314040843369625,784.8900146484375,850.8099975585938,2,-0.01766811391749457,-0.048166636513674074,846.010009765625,2021-12-17,2021-12-15
2021-12-17,846.010009765625,842.0984,837.2609,833.94214,0.012063589338227,0.8993115181078997,55.37398769744182,792.3300170898438,850.8099975585938,3,0.028539628694199994,-0.00681293490743192,842.7080078125,2021-12-20,2021-12-16
2021-12-20,842.7080078125,837.2609,833.94214,837.98175,0.0117047152205613,0.5188304220444637,49.68544067395596,793.0,850.8099975585938,4,-0.0022114952662112626,0.0018678255936082667,870.9400024414062,2021-12-21,2021-12-17
2021-12-21,870.9400024414062,833.94214,837.98175,842.01013,0.0141952475704103,1.987889002149089,66.02168216798597,793.0800170898438,870.9400024414062,5,-0.0006993315504947428,0.001869134722199476,871.22998046875,2021-12-22,2021-12-20
2021-12-22,871.22998046875,872.6389,869.0464,868.47345,0.0137049661936058,2.7514677184542613,62.95285317768566,793.0800170898438,871.22998046875,1,0.011592922396493514,0.01974603434370721,860.1799926757812,2021-12-23,2021-12-21
2021-12-23,860.1799926757812,869.0464,868.47345,868.4795,0.0136648588842427,2.302875987563773,58.529867563257525,793.0800170898438,871.22998046875,2,0.011801986464597361,0.05024525253543991,858.7899780273438,2021-12-24,2021-12-22
2021-12-24,858.7899780273438,868.47345,868.4795,868.8551,0.0132056868449812,1.7292634222369134,65.72249854986933,793.0800170898438,871.22998046875,3,-0.0005697162249116147,0.02011397966160029,864.9199829101562,2021-12-27,2021-12-23
2021-12-27,864.9199829101562,868.4795,868.8551,866.51935,0.0128840164461928,1.5833286756798444,59.44641481168862,793.0800170898438,871.22998046875,4,0.0,0.0223724532800141,856.7999877929688,2021-12-28,2021-12-24
2021-12-28,856.7999877929688,868.8551,866.51935,866.43414,0.0126987914875953,0.8000938052635611,58.321159193181465,793.0800170898438,871.22998046875,5,0.017623607188597904,0.04127799472187539,855.0,2021-12-29,2021-12-27
2021-12-29,855.0,857.13727,853.93054,863.8409,0.0122838471086502,0.059974557026603,57.59070250135515,793.0800170898438,871.22998046875,1,-0.010129535152001214,0.01890277984642941,848.8800048828125,2021-12-30,2021-12-28
2021-12-30,848.8800048828125,853.93054,863.8409,863.7709,0.0120246829309249,-0.890151849788916,62.39441135447731,793.0800170898438,871.22998046875,2,-0.004080741511985847,0.0028476612058794593,851.5,2021-12-31,2021-12-29
2021-12-31,851.5,863.8409,863.7709,861.3247,0.0116444371167626,-1.3623048841602063,58.82434572328534,793.0800170898438,871.22998046875,3,-0.003983371511130091,-0.0005698785440239056,851.2999877929688,2022-01-04,2021-12-30
2022-01-04,851.2999877929688,861.3247,868.2608,870.8636,0.0108762690726614,-1.8782969351404404,55.20617234856228,793.0800170898438,871.22998046875,5,0.006819030607929684,0.006268555291044773,846.9299926757812,2022-01-05,2022-01-03
2022-01-05,846.9299926757812,842.5269,840.2812,842.8195,0.0106033608245871,-2.265923751005131,47.52626278506154,793.0800170898438,871.22998046875,1,0.011598540419919987,0.00022394792532591526,838.02001953125,2022-01-06,2022-01-04
2022-01-06,838.02001953125,840.2812,842.8195,840.5126,0.0106270896423268,-3.0328419707732444,45.15957273730325,793.0800170898438,871.22998046875,2,-0.013866424055518837,-0.003506802804751801,837.0999755859375,2022-01-07,2022-01-05
2022-01-07,837.0999755859375,842.8195,840.5126,841.89136,0.0102734547333224,-3.48047849816513,46.50162578719322,793.0800170898438,871.22998046875,3,-0.012910766635443492,-0.012267128901910939,818.8236083984375,2022-01-10,2022-01-06
2022-01-10,818.8236083984375,840.5126,841.89136,839.6089,0.0115084954244324,-4.804236887094456,12.878131148937868,793.0800170898438,871.22998046875,4,0.01257011838481521,0.0042193753253821535,835.0999755859375,2022-01-11,2022-01-07
2022-01-11,835.0999755859375,841.89136,839.6089,835.6508,0.0122277879958811,-4.391713269392024,29.03872330239417,793.0800170898438,871.22998046875,5,-0.01337540682525785,-0.015856873464956206,827.75,2022-01-12,2022-01-10
2022-01-12,827.75,831.48126,834.2754,839.62354,0.0120485292473691,-4.410315294470953,30.34134306943112,793.0800170898438,871.22998046875,1,0.017342074765997032,-0.010188149945531019,822.9199829101562,2022-01-13,2022-01-11
2022-01-13,822.9199829101562,834.2754,839.62354,846.53296,0.0117498387435999,-4.527293506451057,29.12659704295767,793.0800170898438,871.22998046875,2,0.03194669342781295,0.03621299166625708,816.0,2022-01-14,2022-01-12
2022-01-14,816.0,839.62354,846.53296,841.7881,0.0115764171292784,-4.822857933780755,21.791918215022008,793.0800170898438,871.22998046875,3,-0.006594926000907652,0.04277825855079889,819.2100219726562,2022-01-17,2022-01-13
2022-01-17,819.2100219726562,846.53296,841.7881,838.77045,0.0112314043812446,-4.557397250546491,27.02401630733233,793.0800170898438,871.22998046875,4,-0.02738977192518855,0.001930524510058539,822.010009765625,2022-01-18,2022-01-14
2022-01-18,822.010009765625,841.7881,838.77045,838.03107,0.0108886630340675,-3.9699929777736473,30.07916617525652,793.0800170898438,871.22998046875,5,0.0,0.015421777249824582,817.4099731445312,2022-01-19,2022-01-17
2022-01-19,817.4099731445312,824.1897,817.1688,820.01483,0.0106329576339821,-3.674797256035848,30.64163569833984,793.0800170898438,871.22998046875,1,-0.008079713934942308,-0.010066706506473249,808.510009765625,2022-01-20,2022-01-18
2022-01-20,808.510009765625,817.1688,820.01483,807.9951,0.0106798891580985,-3.844262514576896,25.451894149563515,793.0800170898438,871.22998046875,2,0.01957411991982976,-0.022239270694094763,802.260009765625,2022-01-21,2022-01-19
2022-01-21,802.260009765625,820.01483,807.9951,810.8079,0.0105289712643825,-4.118208300767639,23.756236060761424,793.0800170898438,871.22998046875,3,0.025225332029441428,0.009373625898631402,798.4600219726562,2022-01-24,2022-01-20
2022-01-24,798.4600219726562,807.9951,810.8079,823.6201,0.0102575991883354,-4.277539481656121,22.87830276752652,793.0800170898438,871.22998046875,4,-0.014083219115167165,0.022894669087008435,806.8599853515625,2022-01-25,2022-01-21
2022-01-25,806.8599853515625,810.8079,823.6201,816.6598,0.0102724525344265,-3.568358284395948,30.24992825069478,793.0800170898438,871.22998046875,5,-0.024565182341617964,-0.001926804766231232,799.4600219726562,2022-01-26,2022-01-24
2022-01-26,799.4600219726562,800.16296,806.17303,803.15405,0.0102275422815657,-3.352168208458834,30.70701283884354,793.0800170898438,871.22998046875,1,0.009043688843895115,0.015310766309797925,802.5,2022-01-27,2022-01-25
2022-01-27,802.5,806.17303,803.15405,805.6925,0.0099290172830041,-2.782415517198409,33.04797162730334,793.0800170898438,871.22998046875,2,0.013747089738331865,0.009411723472707979,804.75,2022-01-28,2022-01-26
2022-01-28,804.75,803.15405,805.6925,804.7667,0.0096194300821123,-2.064996870230805,41.82016582307759,793.0800170898438,871.22998046875,3,-0.020522123140248878,-0.03572595527889426,794.6881713867188,2022-01-31,2022-01-27
2022-01-31,794.6881713867188,805.6925,804.7667,796.64087,0.0098813544600879,-2.0736379277929284,24.683034638870936,793.0800170898438,871.22998046875,4,-0.02524230684042503,-0.04642655840956916,800.22998046875,2022-02-01,2022-01-28
2022-02-01,800.22998046875,804.7667,796.64087,810.0767,0.0097130508299592,-1.5363922184610814,32.359762443173366,793.0800170898438,871.22998046875,5,0.003479847337282577,-0.019305028504098203,802.2999877929688,2022-02-02,2022-01-31
2022-02-02,802.2999877929688,795.1435,795.1356,796.5527,0.0094079489622901,-0.903219095839466,36.29782850282693,793.6599731445312,871.22998046875,1,0.025381507559161062,-0.003151010459079471,810.3800048828125,2022-02-03,2022-02-01
2022-02-03,810.3800048828125,795.1356,796.5527,802.36804,0.0094520963670236,0.1424908914381788,46.3221643143132,793.6599731445312,871.22998046875,2,0.013901630631165696,-0.0029969446217859275,818.1300048828125,2022-02-04,2022-02-02
2022-02-04,818.1300048828125,796.5527,802.36804,808.28,0.0094577120724885,1.370567462569813,49.33285778164184,794.6881713867188,871.22998046875,3,-0.005470372576170145,0.01212320356764538,828.0,2022-02-07,2022-02-03
2022-02-07,828.0,802.36804,808.28,810.5658,0.0096508151778,2.7807394074733267,53.40287958369336,794.6881713867188,871.22998046875,4,0.0037989316585365146,0.04194748585584403,824.1799926757812,2022-02-08,2022-02-04
2022-02-08,824.1799926757812,808.28,810.5658,806.0194,0.0094125115802098,3.3511198202690995,53.880400270354606,794.6881713867188,871.22998046875,5,-0.004918922281595184,0.0332330554396653,827.0800170898438,2022-02-09,2022-02-07
2022-02-09,827.0800170898438,822.67566,828.14136,827.64154,0.0091389891797726,3.7864537328430714,61.43000651423703,794.6881713867188,871.22998046875,1,-0.0004484546376708192,0.006886415857565109,812.7999877929688,2022-02-10,2022-02-08
2022-02-10,812.7999877929688,828.14136,827.64154,833.0397,0.0099663774960143,3.009301206239104,55.903849243929045,794.6881713867188,871.22998046875,2,0.031128401116122112,0.024382081286345426,804.75,2022-02-11,2022-02-09
2022-02-11,804.75,827.64154,833.0397,830.07947,0.0099911644524171,1.9036531770507192,53.36313504037198,794.6881713867188,871.22998046875,3,0.012313761988536048,0.042762788102695994,793.6327514648438,2022-02-14,2022-02-10
2022-02-14,793.6327514648438,833.0397,830.07947,824.18774,0.0103359391714913,0.4499862019986649,43.12734556308419,793.6327514648438,871.22998046875,4,-0.03329086198279706,0.004795385437253877,812.8800048828125,2022-02-15,2022-02-11
2022-02-15,812.8800048828125,830.07947,824.18774,825.4195,0.0117595704518665,0.7911572868877865,56.20846046851254,793.6327514648438,871.22998046875,5,0.000554797715444434,0.010310434177770956,800.4500122070312,2022-02-16,2022-02-14
2022-02-16,800.4500122070312,813.845,813.1751,810.92,0.0120717347150561,0.2160422945563072,49.12742862279363,793.6327514648438,871.22998046875,1,0.00531026602842403,0.016145314351660226,797.5499877929688,2022-02-17,2022-02-15
2022-02-17,797.5499877929688,813.1751,810.92,813.3438,0.0117059277013633,-0.2955466747060615,46.95220098292261,793.6327514648438,871.22998046875,2,0.0019841940669003784,-0.013042047904901643,794.75,2022-02-18,2022-02-16
2022-02-18,794.75,810.92,813.3438,813.459,0.0113532645197359,-0.7334427101739278,50.02788680764049,793.6327514648438,871.22998046875,3,-0.0034195760465945794,-0.02844867435168828,800.75,2022-02-21,2022-02-17
2022-02-21,800.75,813.3438,813.459,816.6682,0.0111385326229655,-0.5389278817725618,50.233581060852806,793.6327514648438,871.22998046875,4,-0.001216278926307887,0.003218571351454909,798.0399780273438,2022-02-22,2022-02-18
2022-02-22,798.0399780273438,813.459,816.6682,818.2762,0.0108066164493134,-0.5128518928969212,48.09743853665557,793.6327514648438,871.22998046875,5,0.0,0.002662142347020437,792.219970703125,2022-02-23,2022-02-21
2022-02-23,792.219970703125,795.9758,800.8789,794.4975,0.0106276117333511,-0.7910201582993768,41.722456038049536,792.219970703125,871.22998046875,1,-0.0021041150368183927,-0.004744485146335293,790.6799926757812,2022-02-24,2022-02-22
2022-02-24,790.6799926757812,800.8789,794.4975,798.5596,0.0102893186388697,-0.9703564222235403,36.73714575895713,790.6799926757812,871.22998046875,2,-0.006339359251972713,-0.012994166529529824,816.25,2022-02-25,2022-02-23
2022-02-25,816.25,794.4975,798.5596,801.757,0.0129099232887127,0.6539619708158897,45.07067065426688,790.6799926757812,871.22998046875,3,-0.006155277033755284,-0.015690629322818537,791.4636840820312,2022-02-28,2022-02-24
2022-02-28,791.4636840820312,798.5596,801.757,804.74756,0.0148907817409828,0.1085132866425775,38.32818286653961,790.6799926757812,871.22998046875,4,0.004033195170668777,-0.010509936719237804,798.7000122070312,2022-03-01,2022-02-25
2022-03-01,798.7000122070312,801.757,804.74756,812.37085,0.0145649320713329,0.2750529635382595,40.17905797291235,790.6799926757812,871.22998046875,5,-0.006168393316155891,-0.01659471466683435,806.1900024414062,2022-03-02,2022-02-28
2022-03-02,806.1900024414062,802.9169,800.7895,808.6433,0.0142668787730593,0.8946840884667395,47.59981028621074,790.6799926757812,871.22998046875,1,0.031449872730158694,0.01696229159256836,804.3599853515625,2022-03-03,2022-03-01
2022-03-03,804.3599853515625,800.7895,808.6433,804.3534,0.013793507217151,1.1690018075127062,49.85167970987716,790.6799926757812,871.22998046875,2,0.014932059853336425,0.03882623688511656,795.6300048828125,2022-03-04,2022-03-02
2022-03-04,795.6300048828125,808.6433,804.3534,809.87665,0.0136362174458717,0.7694996506094922,50.77359008874194,790.6799926757812,871.22998046875,3,0.024611441643241864,0.07128426464141129,792.3056640625,2022-03-07,2022-03-03
2022-03-07,792.3056640625,804.3534,809.87665,805.0169,0.0132231209742109,0.3118242611785398,40.90974301666336,790.6799926757812,871.22998046875,4,0.03247536354111995,0.10219136097339607,812.0599975585938,2022-03-08,2022-03-04
2022-03-08,812.0599975585938,809.87665,805.0169,806.0842,0.0142797284094479,1.3137954851036486,54.817767826840175,790.6799926757812,871.22998046875,5,-0.0429036430863589,0.06243675430156579,809.4000244140625,2022-03-09,2022-03-07
2022-03-09,809.4000244140625,814.37836,812.6202,810.28064,0.0138229036968973,1.744696849427653,54.9271976355664,790.6799926757812,871.22998046875,1,-0.004563576043598594,0.024855519334022833,804.0,2022-03-10,2022-03-08
2022-03-10,804.0,812.6202,810.28064,818.1827,0.0134745182188592,1.6162339398690042,53.76471336389778,790.6799926757812,871.22998046875,2,-0.02946942805330367,-0.01965413096874814,801.5,2022-03-11,2022-03-09
2022-03-11,801.5,810.28064,818.1827,810.0613,0.0130480843556962,1.3252956371614792,50.31419845641826,790.6799926757812,871.22998046875,3,0.017268899777085688,-0.026825999461753142,805.4600219726562,2022-03-14,2022-03-10
2022-03-14,805.4600219726562,818.1827,810.0613,812.8807,0.0126695911404264,1.3570152659493755,53.07626983114803,790.6799926757812,871.22998046875,4,-0.005939792974359469,-0.0635016700426106,813.0,2022-03-15,2022-03-11
2022-03-15,813.0,810.0613,812.8807,812.25226,0.0124727370047184,1.8146793596133683,58.49403626144647,790.6799926757812,871.22998046875,5,-0.022677285829660453,-0.044366858828737706,809.3800048828125,2022-03-16,2022-03-14
2022-03-16,809.3800048828125,815.4308,815.30304,808.6347,0.0121154072523525,1.7989862482179009,57.51600316162715,790.6799926757812,864.9199829101562,1,-0.002440578011937699,-0.04233589644929026,797.6099853515625,2022-03-17,2022-03-15
2022-03-17,797.6099853515625,815.30304,808.6347,808.28326,0.0123288798905411,0.9632088982555276,41.57333071389312,790.6799926757812,864.9199829101562,2,0.0190334568099788,0.005258477284727984,799.0599975585938,2022-03-18,2022-03-16
2022-03-18,799.0599975585938,808.6347,808.28326,808.0378,0.0119237710694202,0.4987076581892418,54.35243923762895,790.6799926757812,864.9199829101562,3,0.022094980037891683,0.01012166099736859,803.010009765625,2022-03-21,2022-03-17
2022-03-21,803.010009765625,808.28326,808.0378,802.48413,0.011591096690098,0.4496725174613023,52.5661254721431,790.6799926757812,856.7999877929688,4,0.008491811707014074,0.024805034970467293,793.260009765625,2022-03-22,2022-03-18
2022-03-22,793.260009765625,808.0378,802.48413,809.16187,0.0116590002244887,-0.2117136859665089,42.50337064337708,790.6799926757812,855.0,5,-0.006149358180897094,0.041883687022357084,792.280029296875,2022-03-23,2022-03-21
2022-03-23,792.280029296875,794.166,795.3756,799.7153,0.0112754642336335,-0.6620740181752758,42.92648791143439,790.6799926757812,851.5,1,-0.002662225985065833,0.04165278120574175,792.1099853515625,2022-03-24,2022-03-22
2022-03-24,792.1099853515625,795.3756,799.7153,797.14905,0.0108990906929157,-0.9033615323770166,47.70917774766,790.6799926757812,851.5,2,0.015553332635634952,0.038034000735626315,788.6099853515625,2022-03-25,2022-03-23
2022-03-25,788.6099853515625,799.7153,797.14905,798.30255,0.0106028006687721,-1.2114086368247263,47.60034558194096,788.6099853515625,851.5,3,-0.007058917381914071,0.008208146418343323,777.510009765625,2022-03-28,2022-03-24
2022-03-28,777.510009765625,797.14905,798.30255,800.62036,0.0109115160988609,-2.027402662491248,24.725699135685502,777.510009765625,851.2999877929688,4,-0.009134470614113594,-0.009407113174252548,778.0800170898438,2022-03-29,2022-03-25
2022-03-29,778.0800170898438,798.30255,800.62036,800.1694,0.0105479177050818,-2.369620315731406,26.36585129950581,777.510009765625,846.9299926757812,5,0.005957539850870366,0.0026587868264541935,779.7100219726562,2022-03-30,2022-03-28
2022-03-30,779.7100219726562,780.08167,779.7256,779.7694,0.0102072026025619,-2.323897090571367,30.56492390878627,777.510009765625,838.02001953125,1,0.000530105600709956,0.0058647206206186315,788.6300048828125,2022-03-31,2022-03-29
2022-03-31,788.6300048828125,779.7256,779.7694,783.4212,0.0102909199378659,-1.5668909269780915,40.66174086953133,777.510009765625,837.0999755859375,2,0.0048646967103835375,-0.004829346857720597,786.280029296875,2022-04-01,2022-03-30
2022-04-01,786.280029296875,779.7694,783.4212,786.95404,0.0099809023365058,-1.119401072575057,35.75037432786496,777.510009765625,835.0999755859375,3,0.0007381987602404795,0.0029604437923042982,782.5,2022-04-04,2022-03-31
2022-04-04,782.5,783.4212,786.95404,786.1729,0.009733843031967,-0.9780795475444944,25.99938523015446,777.510009765625,835.0999755859375,4,-0.012837722433705689,-0.0007469024409056691,778.530029296875,2022-04-05,2022-04-01
2022-04-05,778.530029296875,786.95404,786.1729,786.2122,0.009505836709687,-1.0459590834384,25.856966260147843,777.510009765625,828.0,5,0.01987597695162795,0.013258378662701454,786.9099731445312,2022-04-06,2022-04-04
2022-04-06,786.9099731445312,783.219,783.37427,786.53375,0.0095943482517393,-0.4508767866790171,41.15700578371742,777.510009765625,828.0,1,0.0030310269629588347,0.015795629597449748,799.4099731445312,2022-04-07,2022-04-05
2022-04-07,799.4099731445312,783.37427,786.53375,784.35034,0.010133227689483,0.7925019435995759,50.24456739635957,777.510009765625,828.0,2,-0.012074247417858537,-0.001265965165886409,805.5499877929688,2022-04-08,2022-04-06
2022-04-08,805.5499877929688,786.53375,784.35034,790.9265,0.0099876950079026,1.9693546719041943,51.72225418096188,777.510009765625,828.0,3,-0.008166738169883227,-0.010120147279645539,814.5,2022-04-11,2022-04-07
2022-04-11,814.5,784.35034,790.9265,784.5828,0.0100629205445961,3.217656548185843,64.55991725855364,777.510009765625,828.0,4,0.005310605923722223,0.008008522274227657,816.75,2022-04-12,2022-04-08
2022-04-12,816.75,790.9265,784.5828,790.00854,0.0097498937929353,4.010390502402913,66.4869853008909,777.510009765625,828.0,5,-0.019575916918115405,-0.030985079734576468,805.5499877929688,2022-04-13,2022-04-11
2022-04-13,805.5499877929688,817.78406,820.4599,815.2418,0.0101103648636277,3.6085380365309447,57.88363069260353,777.510009765625,828.0,1,0.016180371556952136,-0.018159026340501153,805.3499755859375,2022-04-14,2022-04-12
2022-04-14,805.3499755859375,820.4599,815.2418,818.5702,0.0097740971040223,3.172777429699545,60.214792656111264,777.510009765625,828.0,2,0.0006375056286456698,-0.005598441965941124,814.9000244140625,2022-04-15,2022-04-13
2022-04-15,814.9000244140625,815.2418,818.5702,818.9407,0.009923486975724,3.35360186388918,73.25538489571866,777.510009765625,828.0,3,0.002122290505525724,0.004685800886825676,814.4500122070312,2022-04-18,2022-04-14
2022-04-18,814.4500122070312,818.5702,818.9407,813.7066,0.0095935739647494,3.265586670605568,72.65478152962717,777.510009765625,828.0,4,0.0,-0.0006355471812709671,816.0900268554688,2022-04-19,2022-04-15
2022-04-19,816.0900268554688,818.9407,813.7066,815.5552,0.0092848150732744,3.139619607630729,72.65819108528193,777.510009765625,828.0,5,0.01660923204110943,0.03618883431472056,819.2999877929688,2022-04-20,2022-04-18
2022-04-20,819.2999877929688,808.78094,807.1016,807.4134,0.0090272554832462,3.08950292589662,70.5645567237294,777.510009765625,828.0,1,-0.017245385702313175,0.002125898998712925,814.9299926757812,2022-04-21,2022-04-19
2022-04-21,814.9299926757812,807.1016,807.4134,806.8101,0.008845303849711,2.598778303567583,68.70345562939345,777.510009765625,828.0,2,-0.013777188294921696,-0.01221582499720908,824.3499755859375,2022-04-22,2022-04-20
2022-04-22,824.3499755859375,807.4134,806.8101,809.5071,0.009051157039866,2.731734796023771,75.44690838266818,777.510009765625,828.0,3,0.011547204670620877,-0.002862033835321452,836.75,2022-04-25,2022-04-21
2022-04-25,836.75,806.8101,809.5071,814.34753,0.0095643331302608,3.4325858401671647,82.10895033843329,777.510009765625,836.75,4,-0.026062172064567013,-0.028513891559325235,844.4099731445312,2022-04-26,2022-04-22
2022-04-26,844.4099731445312,809.5071,814.34753,814.57495,0.0095351239972002,4.142319861659269,81.96573238742707,777.510009765625,844.4099731445312,5,-0.029565371325842638,-0.07235198536161626,846.4099731445312,2022-04-27,2022-04-25
2022-04-27,846.4099731445312,848.64905,844.61755,847.0898,0.0092348603819112,4.449768682850454,79.58205088410244,777.510009765625,846.4099731445312,1,-0.0020249359120116427,-0.058124767663280556,846.4500122070312,2022-04-28,2022-04-26
2022-04-28,846.4500122070312,844.61755,847.0898,850.7207,0.0089274343174534,4.353733907681413,77.88381197133165,777.510009765625,846.4500122070312,2,0.0032604763781424375,-0.04193992887490836,857.510009765625,2022-04-29,2022-04-27
2022-04-29,857.510009765625,847.0898,850.7207,852.2257,0.0092572976391036,4.703182699037356,78.50229822015348,777.510009765625,857.510009765625,3,-0.009246878261905584,-0.061656208048009954,852.010009765625,2022-05-02,2022-04-28
2022-05-02,852.010009765625,850.7207,852.2257,850.1029,0.0091164262812597,4.245993414617702,72.40151013399802,777.510009765625,857.510009765625,4,-0.004200460650535515,-0.04091653044853702,860.760009765625,2022-05-03,2022-04-29
2022-05-03,860.760009765625,852.2257,850.1029,855.46405,0.0091948630690317,4.206909860770963,86.20326411752039,777.510009765625,860.760009765625,5,-0.03225530051190937,-0.043492930345010825,855.010009765625,2022-05-04,2022-05-02
2022-05-04,855.010009765625,873.8301,872.2566,869.11194,0.0090711212240067,3.496991179369024,80.35452600036412,777.510009765625,860.760009765625,1,0.0036357441380119823,-0.038063096080001246,853.010009765625,2022-05-05,2022-05-03
2022-05-05,853.010009765625,872.2566,869.11194,867.46326,0.0087952545439005,2.6351670356655426,75.66328979903199,777.510009765625,860.760009765625,2,0.013373043660184394,-0.028286092433934318,861.780029296875,2022-05-06,2022-05-04
2022-05-06,861.780029296875,869.11194,867.46326,872.17957,0.0088995896788194,2.4046211438403766,78.66053826542492,777.510009765625,861.780029296875,3,-0.010100497643645998,-0.029115212332185943,858.489990234375,2022-05-09,2022-05-05
2022-05-09,858.489990234375,867.46326,872.17957,873.163,0.008668935021735,1.806708444060238,75.17213690364464,777.510009765625,861.780029296875,4,-0.005499333209514505,-0.03037544932002153,868.260009765625,2022-05-10,2022-05-06
2022-05-10,868.260009765625,872.17957,873.163,875.2252,0.0088723692743046,1.8392254926290228,76.96627740376954,777.510009765625,868.260009765625,5,-0.01620475325248406,-0.014686876360731162,866.3499755859375,2022-05-11,2022-05-09
